time,F3,F4,C3,C4,P3,P4,O1,O2
1.764451313200852633e+09,1.249833746395781375e+00,4.854990549229217578e+00,-5.786710515488032058e+00,3.720300154365894230e-01,-3.089447434560234029e+01,1.550949094841264753e+00,-1.233522616922778425e+00,-9.144832884199786349e+00,1.164695143664632226e+01,1.160367731134816083e+01,1.161442290715595327e+01,4.166685301159643195e+00
1.764451313204852819e+09,4.294758055545356612e+00,9.015004017761933497e+00,-7.267414057395699345e+00,6.336728975776166450e+00,-3.936537592923176021e+01,2.494498884492536206e+00,-1.666077551691709857e+01,-1.306009437000554207e+01,1.535123521747113173e+01,1.530368398604139557e+01,1.532509338054193471e+01,8.232657355919606346e+00
1.764451313208852768e+09,6.855232829165640140e+00,1.355177055401646236e+01,-8.882864905710686543e+00,1.152120094912673487e+01,-4.789806681266861688e+01,2.838644477645388520e+00,-2.802145224998957573e+01,-1.865935726527665750e+01,1.888610143149913156e+01,1.884271048016509909e+01,1.883525821022347557e+01,1.213082230180362053e+01
1.764451313212852716e+09,8.399681839421477392e+00,1.713325438950145241e+01,-1.011679928351317059e+01,1.495252051862544107e+01,-5.708357236813168356e+01,2.644758293991600340e+00,-3.193660983655313146e+01,-2.366170991036484850e+01,2.154834670538336994e+01,2.152228652771203699e+01,2.142593275784259532e+01,1.517191036608485533e+01
1.764451313216852665e+09,8.807649739682473111e+00,1.813816031903417425e+01,-1.051741525742198746e+01,1.627186278375665296e+01,-6.732986386230628284e+01,2.373280451638741795e+00,-2.862961238316858470e+01,-2.406078581650380954e+01,2.278974299064304887e+01,2.278771731890017094e+01,2.256987153080627451e+01,1.679939218493912989e+01
1.764451313220852613e+09,8.528825004700147261e+00,1.635329463450871756e+01,-1.026044398296758331e+01,1.622957248237577232e+01,-7.818189350560760431e+01,2.481913327550433479e+00,-2.174676873724340354e+01,-1.922378689326431456e+01,2.293085901141546756e+01,2.294655394071167720e+01,2.263334714382818902e+01,1.730852757399251374e+01
1.764451313224852800e+09,8.151771688180939890e+00,1.314607427084061797e+01,-9.559104759611035007e+00,1.592573668706612899e+01,-8.865333392615704611e+01,3.405207104706750698e+00,-1.461045383785584661e+01,-1.242976085293590316e+01,2.255489008575889542e+01,2.257606470001100618e+01,2.222416922932314165e+01,1.726873961067235896e+01
1.764451313228852749e+09,7.900049454687495754e+00,1.021998964007262600e+01,-8.423838652149701289e+00,1.578907775145578007e+01,-9.792820697157139875e+01,5.559818945551047165e+00,-8.508908743686593112e+00,-7.438865103800786471e+00,2.202865433350196511e+01,2.204751069436623112e+01,2.169847651992573745e+01,1.705624213164762182e+01
1.764451313232852697e+09,7.639375185816756897e+00,8.557087091044829563e+00,-7.178043130121125159e+00,1.556729101663466608e+01,-1.056564287501492458e+02,8.885812461191170186e+00,-3.781607859209369593e+00,-6.241600988738486677e+00,2.179392035608763578e+01,2.180899926259849764e+01,2.147632076766400289e+01,1.712887458718059719e+01
1.764451313236852646e+09,7.240327686168754440e+00,8.071036583720509583e+00,-6.459773318078447346e+00,1.512080479847753800e+01,-1.119448598499025138e+02,1.269490959053646151e+01,-3.464182184315873769e-01,-9.078152177687993429e+00,2.233906668982434951e+01,2.235126377292560207e+01,2.203177078263701461e+01,1.798002365981021811e+01
1.764451313240852833e+09,6.693594217937388180e+00,7.896922177700052004e+00,-6.617158771543749651e+00,1.473911843836895308e+01,-1.173569312543541798e+02,1.617984082663845413e+01,2.749865752983936318e+00,-1.477972087804941737e+01,2.371228014434531062e+01,2.372177511766406255e+01,2.340902934592702778e+01,1.965138488238221015e+01
1.764451313244852781e+09,6.148609060493551937e+00,7.321865026582216274e+00,-7.359565078761210799e+00,1.457243723037616867e+01,-1.227308922825859980e+02,1.885241151317949715e+01,6.747569011031810504e+00,-2.133858929967956541e+01,2.546460069754260758e+01,2.547092740478072415e+01,2.516229440782300131e+01,2.168833230921728372e+01
1.764451313248852730e+09,6.110249187817313299e+00,6.476459193077776177e+00,-7.948094791586751029e+00,1.419316736712976201e+01,-1.285517677865144890e+02,2.060357213702319967e+01,1.139434541037505966e+01,-2.741372207189165877e+01,2.723349911392319811e+01,2.723692155716642205e+01,2.693344776060148860e+01,2.373192292287860639e+01
1.764451313252852678e+09,7.165536911182918800e+00,5.824609619533301696e+00,-7.678223121234101001e+00,1.281707337331840435e+01,-1.344588617844664213e+02,2.161979659724536162e+01,1.484153505801572237e+01,-3.321580390659623561e+01,2.915193040941505132e+01,2.915353218777070410e+01,2.885630412675715206e+01,2.592257052905814163e+01
1.764451313256852627e+09,9.233566466633675418e+00,5.186952776064682524e+00,-6.231578525880269837e+00,1.009561119453877254e+01,-1.396920984460924444e+02,2.232161247417808170e+01,1.610119874144335128e+01,-3.941322673039606173e+01,3.141204192432521580e+01,3.141235792582856945e+01,3.112044079020913045e+01,2.845312140914728971e+01
