time,F3,F4,C3,C4,P3,P4,O1,O2
1.764455882169442892e+09,7.861386283899315686e+01,-1.213239264073393713e+02,5.176412828733539584e+00,5.245054957836593701e+00,-7.849273932682748978e+01,-6.997092229691509147e+01,-3.067737177155861872e+01,-1.469391507022793775e+01,5.839449267247850628e+01,5.841145949180695141e+01,5.842974924199913289e+01,5.088784284102072775e+01
1.764455882173442841e+09,7.680774820231842170e+01,-1.167389936103970172e+02,2.747754514427733952e+01,2.756244656479147181e+01,-7.812289394109134832e+01,-7.285404261297722428e+01,-3.800576857702521494e+01,-1.970980022823321320e+01,5.016759283258743807e+01,5.018513723070270771e+01,5.020422773426228247e+01,4.302680126078428913e+01
1.764455882177442789e+09,7.517813228122867031e+01,-1.126530339006760641e+02,3.545071576454927964e+01,3.561211021844064106e+01,-7.581350404595572456e+01,-7.226606946416102062e+01,-3.971870899515440101e+01,-2.119064583486925812e+01,4.553246832546925305e+01,4.555053413817608998e+01,4.557015550973813589e+01,3.874784600321450512e+01
1.764455882181442738e+09,7.197438819738202653e+01,-1.093614215169180000e+02,2.857991283036898267e+01,2.888523715214319765e+01,-7.125222186308468508e+01,-6.784756019905771041e+01,-3.592266955158590491e+01,-1.840276206958919403e+01,4.493076571543377895e+01,4.494914053411926602e+01,4.496898901637409551e+01,3.849820175441428916e+01
1.764455882185442924e+09,6.606772366432957710e+01,-1.066625398015670783e+02,1.588814839936834034e+01,1.635185733583984558e+01,-6.583973133317411452e+01,-6.191075768262212620e+01,-3.009179209214867257e+01,-1.314211396492991923e+01,4.634161300513836323e+01,4.636022738594732573e+01,4.638039717211734825e+01,4.025696791170127398e+01
1.764455882189442873e+09,6.049969110268973793e+01,-1.039808521402779036e+02,7.492048165111732771e+00,8.073716096511574847e+00,-6.072198642064702057e+01,-5.767174900373751001e+01,-2.525619379634779449e+01,-8.611827677270966319e+00,4.646611685474044151e+01,4.648514767207235110e+01,4.650601930139947626e+01,4.071986984575580237e+01
1.764455882193442822e+09,5.887087534174366965e+01,-1.009079824311628784e+02,5.546525534301174787e+00,6.190772067167436887e+00,-5.585265186139755400e+01,-5.603683759254828800e+01,-2.171422806318002330e+01,-6.042359655770020765e+00,4.382636213165715589e+01,4.384599165519488650e+01,4.386771593813434578e+01,3.840581693586005940e+01
1.764455882197442770e+09,5.937865651064284123e+01,-9.692752139441503800e+01,3.904678833987198061e+00,4.558841698581225899e+00,-5.091948304323197050e+01,-5.469385102759111561e+01,-1.796927588881091964e+01,-3.113367756498711003e+00,4.020571719447731596e+01,4.022588091752126616e+01,4.024816835110829061e+01,3.510155560422964527e+01
1.764455882201442957e+09,5.699436801169660072e+01,-9.159112329284438658e+01,-2.726243228995983259e+00,-2.105146797300704975e+00,-4.647453352988583219e+01,-5.110510398290249157e+01,-1.329659960251365192e+01,2.930553789850691260e+00,3.802555619416948929e+01,3.804603310754819034e+01,3.806855237442881901e+01,3.323368695674930251e+01
1.764455882205442905e+09,5.079066462851009334e+01,-8.532299221664899846e+01,-1.184888836062476969e+01,-1.127630888413379040e+01,-4.362608549642942535e+01,-4.544609851473209972e+01,-9.528184152329714607e+00,1.154662684048914656e+01,3.728266161483268348e+01,3.730338438679573443e+01,3.732622991872260343e+01,3.279899023554853699e+01
1.764455882209442854e+09,4.427198325918095634e+01,-7.915820462988014583e+01,-1.705365408363911683e+01,-1.652485516952861389e+01,-4.288249471260206036e+01,-3.983380140969584460e+01,-1.020703976912387390e+01,1.989044708776552639e+01,3.640406892136561368e+01,3.642522139485521393e+01,3.644879850639614460e+01,3.221953060490619691e+01
1.764455882213442802e+09,3.952809670642384532e+01,-7.368087992918705709e+01,-1.644745731771697450e+01,-1.596683482365156692e+01,-4.355572362781129669e+01,-3.560886389237125371e+01,-1.676864828112450567e+01,2.653662207288078889e+01,3.494826967483228941e+01,3.497003339197265603e+01,3.499450683123467343e+01,3.105087919451845835e+01
1.764455882217442751e+09,3.577886125572838694e+01,-6.863184554724973907e+01,-1.509424625150762722e+01,-1.467770861176934005e+01,-4.404667915563632619e+01,-3.232209996889218928e+01,-2.555295744593561835e+01,3.245092539550200428e+01,3.391129339929891273e+01,3.393359631473202853e+01,3.395866237433421730e+01,3.029219824139533301e+01
1.764455882221442938e+09,3.210709469131018068e+01,-6.369829637442501991e+01,-1.828666884983568508e+01,-1.793374611833986876e+01,-4.302313979404144817e+01,-2.901295073955395765e+01,-3.099759648076898344e+01,3.873653668707769526e+01,3.384576014280393252e+01,3.386837992789018870e+01,3.389368853707509288e+01,3.050093837080785875e+01
1.764455882225442886e+09,2.834574874941431233e+01,-5.951702590068237697e+01,-2.454578336837831642e+01,-2.423761858823679205e+01,-4.045444351606821698e+01,-2.558045597843413788e+01,-3.140973227998137673e+01,4.498199971895598281e+01,3.385511406416379998e+01,3.387799165189724704e+01,3.390364221448834314e+01,3.078056323286160989e+01
1.764455882229442835e+09,2.460868326113713778e+01,-5.717897254394405593e+01,-2.811419946358235222e+01,-2.785237227445895059e+01,-3.721698506430990960e+01,-2.261766587175941368e+01,-2.937686818387829391e+01,5.001339136611056801e+01,3.261868910396566434e+01,3.264200954174668112e+01,3.266842217270613702e+01,2.980586795626668817e+01
1.764455882233442783e+09,2.101829272314787289e+01,-5.670688691283250193e+01,-2.690928459309757059e+01,-2.671092720940685794e+01,-3.402146264976069290e+01,-2.016984057552511089e+01,-2.775083756883853070e+01,5.347410560170511928e+01,3.006599834472460486e+01,3.008991806175303196e+01,3.011723210806743722e+01,2.750369267006318452e+01
1.764455882237442732e+09,1.751577631706314619e+01,-5.686396516033052251e+01,-2.509916230381307400e+01,-2.493798137866351539e+01,-3.103724924241547711e+01,-1.731279680504013641e+01,-2.699945395780483182e+01,5.620085217801168653e+01,2.769437937351228030e+01,2.771877879706000414e+01,2.774660110943685609e+01,2.537422107298355201e+01
1.764455882241442919e+09,1.416366531341243729e+01,-5.621407056158909654e+01,-2.697187080560573591e+01,-2.679120997138430127e+01,-2.831325845430651000e+01,-1.345536665922557873e+01,-2.627382994716323950e+01,5.882393419526238176e+01,2.675920252630248442e+01,2.678383041576442736e+01,2.681173023817096990e+01,2.467724371036187136e+01
1.764455882245442867e+09,1.110293376562676393e+01,-5.371124561349704152e+01,-3.095274718305902084e+01,-3.074712312635672973e+01,-2.603264200163519959e+01,-9.384359229572265093e+00,-2.594107323403945387e+01,6.045722799950682713e+01,2.674466379491069290e+01,2.676953423067834947e+01,2.679773655903781560e+01,2.489709403839929891e+01
