timestamp,ch1,ch2,ch3,ch4,accel_x,accel_y,accel_z,battery_level
1764423888.4713962,1.7954678751027264,-1.485350236728219,0.6510439627351178,-0.6789569454920723,-2.1821510884137556,-9.427978592329215,5.490707152639613,39.010226560293255
1764423888.4713962,-0.32292596070329477,-0.23333834077682614,0.8382423672897226,-0.7937684414582428,-2.1821510884137556,-9.427978592329215,5.490707152639613,39.010226560293255
1764423888.4713962,-1.8245414076928554,0.858130713054732,1.3936288713775653,0.49917288088382655,-2.1821510884137556,-9.427978592329215,5.490707152639613,39.010226560293255
1764423888.4713962,0.7144497658154066,0.7302420990791906,0.8399925247357298,-0.49334767123213913,-2.1821510884137556,-9.427978592329215,5.490707152639613,39.010226560293255
1764423888.4713962,0.534087426727173,-0.3148833371235382,-0.21387232190598138,-0.6160719604233823,-2.1821510884137556,-9.427978592329215,5.490707152639613,39.010226560293255
1764423888.4713962,-0.36792476060264623,0.5568940659984305,-0.24970232351215016,-0.12149157737124146,-2.1821510884137556,-9.427978592329215,5.490707152639613,39.010226560293255
1764423888.4713962,1.1164833862550756,0.42325409444713585,1.417398000962769,-0.16693775035936065,-2.1821510884137556,-9.427978592329215,5.490707152639613,39.010226560293255
1764423888.4713962,0.10737923716588768,1.6887129775153287,1.2778258887771443,0.20915945241405004,-2.1821510884137556,-9.427978592329215,5.490707152639613,39.010226560293255
1764423888.4713962,1.6850089545578681,-0.28995823723236513,1.9131296481743187,-0.3042325704817512,-2.1821510884137556,-9.427978592329215,5.490707152639613,39.010226560293255
1764423888.4713962,0.6525523942142492,-0.6157844521993379,-0.18113398978006798,0.024376391683813257,-2.1821510884137556,-9.427978592329215,5.490707152639613,39.010226560293255
1764423888.4713962,-0.9846920796285226,0.43748344663707045,-0.10915242635705741,0.583189445015189,-2.1821510884137556,-9.427978592329215,5.490707152639613,39.010226560293255
1764423888.4713962,-0.40769489186693797,0.37235102180534957,-0.0218633945353693,-0.7447881428539571,-2.1821510884137556,-9.427978592329215,5.490707152639613,39.010226560293255
1764423888.4713962,0.3110488906416949,0.8356779370715178,-0.9870323244366376,0.2248537494192437,-2.1821510884137556,-9.427978592329215,5.490707152639613,39.010226560293255
1764423888.4713962,-0.037463452757230224,0.43842497753154164,-1.32607341496481,0.08527826396929902,-2.1821510884137556,-9.427978592329215,5.490707152639613,39.010226560293255
1764423888.4713962,-0.6373309840967181,-0.6485363697721115,-0.3099896809163358,1.1682138877053292,-2.1821510884137556,-9.427978592329215,5.490707152639613,39.010226560293255
1764423888.4713962,1.4419611529088718,1.9481212781013209,1.1198023989471273,-2.747793958518301,-2.1821510884137556,-9.427978592329215,5.490707152639613,39.010226560293255
1764423888.4713962,0.4029233283872668,1.3676517305922855,-1.358786879232287,-1.162471853149921,-2.1821510884137556,-9.427978592329215,5.490707152639613,39.010226560293255
