timestamp,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
1764421052.5842688,0.047894585311597945,-1.3613067875519833,-0.3716596509316737,-0.24023441227184134,0.5660275450984323,-0.3343142106297773,0.28666008668029813,-0.8311335823268657
1764421052.584309,-0.5345623273882666,1.4696359641965875,1.6291310965504426,-0.15633852436388887,1.2250954298724397,1.773184826762644,0.875921229613558,0.027217609218940352
1764421052.5843225,-0.5026005556110329,-0.013244377083665394,0.5900970393293233,-0.4875169481049662,0.38114476035169725,0.34326980106285176,0.6723812802569925,-0.12436623835652458
1764421052.5843344,1.5574310398409648,-0.39198584568428657,-0.5716603855900998,-0.6193297868923039,0.6224945146746994,-0.20899896895125192,0.4813218510966545,-0.15111780072424177
1764421052.5843458,2.0154238883857847,0.28237776302023193,0.525852108993283,1.236002230058194,0.11010763470058452,1.539897387289405,1.1117230255242767,-1.4130370255385387
1764421052.584357,-0.1113902515282704,-2.306827238454067,0.4673270730023678,0.8140552758074857,-0.9218364053672966,-0.41581114357634374,0.24645892720285872,1.1809700113882358
1764421052.5843685,-1.2166782697159464,2.1921024110412324,0.5347890853067143,-0.9952772484948159,-0.022080841356574305,-0.14421914574138142,-1.8114684480918448,0.3924981513870698
1764421052.5843813,-0.3258840358032744,-0.5935777689965118,-0.8759944524450753,0.5841618819472193,-1.5007376603114682,0.4934523914300275,-1.663029660814292,-1.357587201498097
1764421052.5843928,-0.6180789218998015,-2.20161036689664,-0.055008246031577626,0.7235187356946832,-0.9471463350432019,0.12194885603424792,-0.9910904088978633,-1.310396340053369
1764421052.5844038,1.223969841995804,-0.09404789477397771,-0.7126452696927541,-0.6644417530727698,0.7326754986425545,0.861888374471257,-1.3286263175940136,-0.019488623392173013
1764421052.5844147,0.48803831922511115,0.38633220428937504,0.11282709288061053,-0.25411822916468574,0.28344155487289424,0.4079826217160319,1.4533159555114217,-0.8766980044759111
1764421052.5844257,-0.23250669986547207,0.21887418765186628,-1.9560768744361015,-0.45576958068702805,-0.5952664165746775,0.7851272482062743,-0.3679845053850887,-0.3165996703031934
1764421052.5844367,-1.9310931380356413,1.5640719318346088,0.33828546391410763,0.8869008135382788,-0.5939676800254546,-0.597885798883147,-0.3815914974946416,-1.4504230153829338
1764421052.5844474,0.8433156923183872,0.15274590507518107,0.4666390841026392,0.8993013529601181,0.1573960747613296,1.0602591388519347,0.9345894758681135,0.5528858519017165
1764421052.5844584,0.38309544011232183,1.9206182736034394,1.239735461618122,-1.5820251172536828,0.8017841685792634,0.05802698208478457,0.36965060381239323,0.6181203812799163
1764421052.584469,0.33322252653272855,-0.7450263434229512,-1.6007147835258562,0.47691146299480275,-1.7104001548055685,1.0069295988054594,0.9824350329532406,-0.14164344069020232
1764421052.58448,-0.29171110998784394,0.19829766588943196,0.3992451966718737,-0.12736249975592892,-1.226375585870781,0.6728963850149856,0.48367211011211275,1.409587432343731
1764421052.584491,-0.694677318397785,-0.23534132058277896,0.6499989118388558,-0.2699501972399311,-1.6823110189256776,1.1549320537425527,0.9934938336969286,-0.025293203310464304
1764421052.5845046,1.1131164724095142,0.3394385082652997,-1.5538697796222765,1.1611988048478252,-0.16361628769516198,-0.32824693457885895,-0.8445654610781309,0.6647816705586624
1764421052.584517,-1.6181905391304192,-0.1476110142596243,-0.6410680880467869,-0.3460713418310709,0.4625960505571272,-0.25927975515645457,-0.27634167753784605,0.0090722145835447
1764421052.5845282,-2.0871858150223725,0.5023571998514101,0.37909460930531835,0.12597444899624372,-2.174565352794759,1.302862414244097,0.5292040498947411,1.5216549308502754
